"document_id","text","label_id" 
"417","Hi Samantha,

I’m on LaRon Johnson’s team in the LinkedIn Detroit office. Yesterday he forwarded us a couple tip sheets and I was wondering if we can set up a 30-min WebEx demo with you to highlight the most effective ways to use Gong and get any questions the team may have answered?

If this is possible, the week of July 9th will work the best for us (Tues or Thurs). Please let me know once you get a chance.

Thanks,","6"
"418","Got it - couldn't recall if we had a renewal coming up - can we talk the week after next? There are some names that need to be turned off but I am hiring as well so may actually end up growing","5"
"419","Maybe it's that we supplemented the inside-Gong scorecard process with something our Sales Ops team engineered. But I thought we'd still have the ability to use the original scorecard.

Don't need a reply here. I'll take it up internally.

~Dave","6"
"420","...I think I answered my own question. The AE Scorecard was disabled. But not by me. Is there a way to find out when and by whom this was disabled? Sorry to roll up on you at end of quarter in fire-drill mode, but this is super important to our enablement momentum, and I'm confused as to how this happened.

Thanks for any insight when you can, Samantha.

~Dave","5"
"421","Thanks Samantha

I see the details in the PDF file which I have taken to the team.

​​​​​","6"
"422","Hi, Samantha.

If we have had scorecards setup, what would be the reason the ""Score Call"" option isn't there for some calls??

~Dave","6"
"423","Hi Jim - no timing ""issues"" we just look at your usage every quarter compared to the number of recorded users you are contracted for and ask that you ""true-up"" your agreement if you'd like them to remain recorded.

Currently ToolWatch is contracted for 8 recorded users, and you've got 12 recorded users - if you'd like all 12 to remain on we will simply send you an order that is prorated through the end of your original contract.

Thanks,","6"
"424","Hey Sam - I haven't forgotten about this. We are in the process of coming up with all the revised talk tracks and measurements of our new sales methodology we're rolling out. This should take about a week and then I'll upload everything into Gong and book some time for all of us to review this as well as the other use cases and best practices you previously mentioned wanting to run through.","6"
"425","Thanks Samantha!","6"
"426","Looks like a couple need to come off - tell me again what timing issues we may have?","6"
"427","Thanks for the proactive outreach.

Yes, we did just switch over to financial force.

Let’s connect tomorrow.","6"
"428","Thank you!","6"
"429","Hi Veit and Dieter,

Since this is scheduled on 4th of July, would you guys like to move it to either Thursday or Friday same time instead?","5"
"430","Hi Kwesi,

I noticed several members of your team don't have their calendars connected to Gong, meaning we cannot record their calls. I wanted to check with you, are these reps still on your team and are we wanting to record their calls?","6"
"431","Hi Ashley,

Wanted to circle back here.

Thanks!","6"
"432","Sounds good, just let me know!","6"
"433","Thanks Lo - Sam - I just created 'Gong Team' so . you should be able to share there.","6"
"434","Haha didn’t mean to include you on that but glad you saw it! I just used the email list from the training we did in April.

On your point below – well hopefully they’ll just see improvements in it in the coming weeks! 😊","6"
"435","Hello Samantha,

Let’s push the meeting to Friday.

Best,","6"
"436","Hey Sam,

Hope all is going well, quick question about who get's notified when one sends comments within a call.

I'd like these comments to be open to everyone but i only want the call owner to get pinged once i send that comment.. It seems that any person the call was shared with will get pinged once they are on that list.

Can this be changed?

xxlink","6"
"437","Jonathan and Walter,

I'll be traveling tomorrow and should have internet access on the plane, but in the event it sketchy on the plane Jameson will take the lead on getting you updated paperwork based off your final user count.

Thanks,","6"
"438","Hey Sam,

Yes, I'd recommend both having a segment for just the CS team and AE team as well as one joint team. The way we have it working here is a success team, a sales team (I'm not a part of this) and an everyone team. For items I want to share with the sales team, I share with the everyone team.

There isn't much of a disadvantage - in fact I find it pretty helpful if I'd like to get some insights into who else been communicating with customers I'm now managing. It's been a great way for us to keep everyone on the same page.

As time goes on, there might be some issues around template management - but hopefully we'll have a great solution for you by the time you get there since we're currently thinking about the template organization issue larger teams are facing.

Hope this helps!","6"
"439","Thanks Lo,

So occasionally the CS team (xxtime growing) will want to share templates with the Sales team, so would you recommend we all be one big team instead of being segmented? Adding 1 by 1 will not be a good option as the teams are constantly growing, so managing will not be easy. Any disadvantages to having everyone on the same team?","6"
"440","Hey Taylor,

It looks like you and Sam are not part of any teams together. In order for Sam to share the templates, you'll need to be on the same team (or she can add each individual, but that's very tedious).

Luckily anybody can create a team. And if you're an admin on a team, you can add other folks. Taylor, I'd recommend adding Sam to your team so she sees the option to share with you all. Then it's just a one button click in the share section.

Let me know if that does the trick for you.

Best,","5"
"441","Sounds good. By the way, Adam is working to get a call scheduled with all the managers to go over best practices - if that is what you're wanting to discuss then I'd recommend working with him to schedule that call sooner. If it is for other topics, let me know when you have availability.

Thanks!","6"
"442","Hi Sandhya,

The intention is that we do mirror your salesforce hierarchy exactly, have you double checked that those users no longer roll up to Stacy in SFDC? Regardless, they won't have any access to Gong because they are not provisioned in Okta. For the past 6 months of provisioning LinkedIn users, the hierarchy has always been correct, aside from the occasional mistake in LI's SFDC, or just a brief delay in Workday updates. Also, as I mentioned on the call on Monday, we will soon be deprovisioning all Gong users in SFDC once they are inactive in SFDC.

Let me know if I can further clarify!","6"
"443","Thank you Rick!

Here are a couple articles (copying and pasting the content since I don't believe you have a Gong credential yet) which should answer some of those questions. Adding our COO, Eran, to help fill in any other gaps.","6"
"444","Hi Deon,

Thanks for reaching out, I'd be happy to! One thing I noticed though is that only yourself and Sean are currently recording calls on that team, with Zee turned on but not connected to his calendar. To maximize our efforts here, will this call be with the whole team?","6"
"445","Hey Lo - Sam (cc'd) who is on our CS team just created templates for us (sales) to use for handoffs and can't share it with us - I think our accounts may not be linked?

Can you check?","6"
"446","Hi Samantha,

Sorry for the delay response as I was having VIP issue.

I was successfully able to login to Gong and also checked my settings to provision users going forward. But I have a doubt as I just checked for Stacy and her team I did not see all her direct reports reporting to her instead saw the people who left the company. So can you please clarify is Gong not up to date with SFDC.

Thanks,","6"
"447","Sounds good Adam, thanks for the update!","6"
"448","ETA is July. Please let the team know!

Thanks,","6"
"449","Hey Brandon,

That may be a tougher task to do, as we would need to find a group in GroupID that has all sales employees besides the ones in EMEA. Do you have a contact on your end that knows of a group that exists containing All Sales minus EMEA? I can discuss with our identity team, but I don't know of one off the top of my head.

Regards,

Chris

__","6"
"450","Hey Chris,

Is it possible to exclude the EMEA-based reps from the OKTA list?

Context is that we’re getting some push back from Legal & Privacy because they are just starting to evaluate the potential to use Gong in EMEA for call recording. I clarified that the OKTA distribution only gives users there listen-only access, but they’d like to pull back the OKTA tile from EMEA-based employees for the time being.

Best,

B","5"
"451","I know, I've been able to chat with Ryan a few times and he's great! Thanks for letting us have him!","6"
"452","Sorry to miss this. Enjoy and will look to see you all at the next one in the fall.

Hope you all are doing well and onto great things.

Kick ass and take names,

Boomer","6"
"453","Hi Samantha!

Thanks for all your help. I'd like to get on a quick call with you next week to see about setting up other topics.

I'll send you some availability if you let me know which days work best.

Thanks!","6"
"454","Thanks, Sam. BTW -my old manager is going to Gong as CRO. He’s a great person so you all scored!","6"
"455","Hi Shany,

Apologies for the delayed response, your invoice is scheduled for payment early next week.

Thank you

AP Team","5"
"456","Hey Dave,

All set. The larger issue was that Jake rolled up to Steve, there was a scorecard applied to Jake's team and since you cannot apply more than 1 scorecard to a team, when you try to apply a scorecard to Steve's team - that also included Jake's team, which would be 2 scorecards.

It's a valid use case, so I've sent it to my team, but for the time being I just had Jake roll up to you vs. Steve (we can easily change it back) until the product team builds better support for this. Let me know if there's anything I can clarify!","5"
"457","Thanks, Sam.

Indeed, I intend(ed) for anyone on Steve Bryerton's team to be score-able, and thought that was what I did when I re-enabled the AE Demo Scorecard. Can you either quickly let me know how to include everyone on Steve's team, or do it for me? Looking now and don't see how I would do that differently than I already tried.

Thanks.

~Dave","6"
"458","Hi Tanner,

Would be great to have that meeting.

Please suggest me a new timing and send me a google invite for that.

Thanks","6"
"459","Hi Mark,

We look forward to speaking with you on Friday at xxtime

Talk soon,

Tanner

P.S. Congrats on the new round of funding!

Degreed and Gong Introduction

When: Fri Mar 9, 2018 xxtime – xxtime Time

Who:

* xxemail - organizer

* xxemail

* xxemail","5"
"460","Hi Eric, hope you have been well

We had a great conversation with Eileen - primarily focused on ensuring the reps are hitting on all cylinders during their sales conversations to drive revenue.

Here's a quick ""call snippet"" from our discussion last week:

xxlink

We have another call on the books with Eileen, and wanted to see if you wanted to join.

Let me know what your thoughts are.

Thanks again,","6"
"461","Hello Tanner,

You have been invited to an online course located in DiscoverOrg University.

Live Training: DiscoverOrg 101-A (DiscoverOrg Platform Only)

DiscoverOrg 101-A focuses on the fundamentals of navigating and leveraging DiscoverOrg.

Please login to DiscoverOrg University by accessing your DiscoverOrg account at xxlink, selecting ""Help & Training"" and then ""On-Demand Training.""

If you have questions or cannot access this course, please contact DiscoverOrg Customer Support at xxemail.

Select ""Register"" to attend a session below.

Live Training: DiscoverOrg 101- A (DiscoverOrg Platform Only)

DiscoverOrg 101-A (DiscoverOrg Platform Only)  Register

6Mar

Mar 6 2018 xxtime (Pacific Standard Time)

Location: | Instructor: John Breen

DiscoverOrg 101-A (DiscoverOrg Platform Only)  Register

7Mar

Mar 7 2018 xxtime (Pacific Standard Time)

Location: | Instructor: John Breen

DiscoverOrg 101-A (DiscoverOrg Platform Only)  Register

13Mar

Mar 13 2018 xxtime (Pacific Standard Time)

Location: | Instructor: John Breen

DiscoverOrg 101-A (DiscoverOrg Platform Only)  Register

20Mar

Mar 20 2018 xxtime (Pacific Standard Time)

Location: | Instructor: John Breen

DiscoverOrg 101-A (DiscoverOrg Platform Only)  Register

21Mar

Mar 21 2018 xxtime (Pacific Standard Time)

Location: | Instructor: John Breen

DiscoverOrg 101-A (DiscoverOrg Platform Only)  Register

27Mar

Mar 27 2018 xxtime (Pacific Standard Time)

Location: | Instructor: John Breen","5"
"462","Couldn't edit that version so I made my own

xxlink_2Uw3OQZCzCGQ_RAV66bPL37DhJ5bMwWEueUJRPk/edit#gid=698701886","6"
"463","Hey Mike,

Are we still re-evaluating Gong? Steve and I checked it out around the time of the merger and it was delayed, just wanted to check back in, the sales guys loved the trial.","6"
"464","Hi Matt,

Appreciate the conversation today and look forward to hearing from your colleague, Mike.

If possible, it would be ideal to have you with him on an initial call.

Based on his title (Revenue Enablement Leader), he's definitely the correct person.

Thank you,","6"
"465","Hi Steven, hope you have been well

I tried your office line - but your colleague said you were busy.

You spoke with a few members of my team last year around Gong, but wanted to hold off until the acquisition was complete.

As you head into 2018 with Revenue goals set and your sales team firing on all cylinders, I believe now is a better time to reconnect.

Did you have time tomorrow at xxtime or xxtime to sync up?

With your success in mind,","6"
"466","Hey Scott,

We had set aside time last week to chat around Gong 2.0 - but haven't had the pleasure of connecting.

You had mentioned meeting with your CCO and potentially bringing up Gong to him.

How did the conversation go?

Thank you,

Tanner","6"
"467","Hi Kyle,

Does this time no longer work?

2018-03-05 xxtime GMT-xxtime Kyle Martinowich <xxemail>:","5"
"468","Ok","6"
"469","I'll be sending over an invite to Amit with Zoom Meeting Details - it's a screenshare.","6"
"470","Hi Amit -

The call with be done over Zoom Meeting, i'll send over an invite and add the link.

Thank you,","6"
"471","Hi Tanner,

I’ve just sent you the calendar invite with all the information you need. Please confirm.","6"
"472","Hi Audrey,

xxtime works for us - my colleague Bryan Tucker will be handling the call with Amit and has been brought up to speed on what we discussed.

We look forward to speaking later today.

I’ll send over an invite shortly - do you have Amit’s email?

Thank you,","6"
"473","Hey folks,

Excited about the event tomorrow!

I will be sorting everyone into teams today. Can you take 5-10 minutes to go through the RSVP list

- Select those who you think are the best potential clients --- put an X in the ""Future Customer"" column

- Mark of those companies attending who are your customers (so that I can sit them with your prospects)? -- put an X in the ""Gong Customer"" column

You can find the list right here. I'll sort folks into teams tomorrow morning.

I'll share the SF list with you next week so that we can get more ahead of this (particularly with a list that is 3-4X larger than this one).

I'll be heading to Seattle early tomorrow morning and brining the Gong pill bottles.

Anything else that you need from me? Any other questions?","5"
"474","Hi Tanner,

Amit will be available today at xxtime

Does it work for you ?

Thank you","5"
"475","?",""
"476","Josh,

Really appreciate all the info you gave me about JetSmarter. As soon as I confirm the deep-dive with Devin for Feb. 7th @ xxtime your time, I will send over the calendar invite.

Here's two links I thought would be of some value you to you in the meantime:

1) This article pertains to your Senior Membership Specialist and how certain ways of building rapport are more successful than others, building off a few of Malcolm Gladwell's books.

2) Thought you might enjoythis blog post as well that was more just for fun and had some neat data around killing your demos.

A little bummed I can't be skiing in France next week. Enjoy the snow and can't wait to hear about it!

Chat soon,","5"
"477","Hi Peter,

Thanks for requesting a demo with our team here at Gong- I appreciate you taking the time to get in touch!

What's your availability look like for a quick call?

Looking forward to meeting you,","6"
"478","Ian,

Just wanted to ask you a couple questions on the phone to get you to the right person for a demo. If email works better, we can do that as well.

Let me know which of these times work for a 5 minute phone call and I'll send over a calendar invite.

Monday:

xxtime

xxtime

xxtime

Look forward to chatting,","5"
"479","Hero. Have a good weekend

Hector Ioannis","6"
"480","Boom.. sent.","6"
"481","Sweet. Can you chuck an invite pls? i'm 415 404 1149. Look forward to chatting!

Hector Ioannis","5"
"482","2 it is.","6"
"483","Can you do 12 or 2+?

Hector Ioannis","6"
"484","Works for me. Next Friday @ xxtime","5"
"485","I'm traveling tomorrow unf.. and through next Thurs. Next Fri?

Hector Ioannis","5"
"486","HI Samantha!

I hope you are well. I got this message from one of my reps, Oren Goodman. Do you know what´s the issue here?

Thanks!","6"
"487","Hi Audrey,

Thank you so much for all the help so far - I truly appreciate it.

It was a pleasure meeting with Amit at Revenue Summit and I look forward to continuing the conversation with him next week.

What does his availability look like for Monday at xxtime or Wednesday at xxtime

Thank you,","5"
"488","Hey Scott,

I hope the last minute meeting with your CEO went well and wanted to circle back to pin down our conversation.

You mentioned having a xxtime with your CCO today - did you have anytime this afternoon to sync up?

Thank you,","6"
"489","Perfect. Look forward to chatting.

If you need anything in the meantime don't hesitate to reach out!","6"
"490","That works!","5"
"491","How does xxtime work for you tomorrow?","5"
"492","I am free tomorrow afternoon. Part of our sales process is entirely over the phone. I actually read an article about you guys recently.","6"
"493","Hey Josh,

Thanks for requesting some info from the team here @ Gong.

When's a good time to set up a quick chat? Would love to hear more about what peaked your interest over at JetSmarter.

Look forward to meeting,","5"
"494","Hector,

Hope the conference went well.

I know you couldn't hop on the deep-dive today, but wanted to hop on a quick call to show you some value for you specifically as an AE.

Would you have any time this Friday?","6"
"495","Michelle,

Just left you a voicemail! Thanks for taking the time to check us out here at Gong.

When's a good time to set up a quick chat?","6"
"496","Perfect. I'll edit the calendar invite.","6"
"497","Sure, Weds the 7th at xxtime","5"
"498","No worries! Same time the week of the 5th?","5"
"499","Dear AA-ISP Digital Sales World Attendees:

Thank you for registering for Digital Sales World 2018 – San Francisco! We are looking forward to an outstanding event, and hope you are as excited as we are! In preparation for the conference, we wanted to provide you with the attached agenda and session descriptions. In addition, please find conference logistical information below.

Attendee Check-In & Start Time

The AA-ISP Registration Desk will be open Thursday, February 1st from xxtime – xxtime will be located to the left of the lobby in the Holiday Inn Golden Gateway located at 1500 Van Ness Ave, San Francisco, CA 94109. Breakfast will begin at xxtime with the conference starting promptly at xxtime

Transportation

· The Holiday Inn will provide parking to guests attending the Event during event hours at a reduced rate of xxmoney

· Attendees are responsible for their own transportation to and from the airport if applicable.

Attire

While the AA-ISP does not require a dress code, we ask attendees to dress professionally without limiting their style! Meeting room temperatures may vary, so be comfortable in your attire.

Happy Hour in the Expo

All attendees are invited to join us following the event for a Happy Hour in the Expo. This is a prime time to learn from solution and technology providers, as well as network with your peers.

One-on-One Exhibitor Meetings

If you would like to schedule a private One-on-One Meeting with any of the exhibitors, please click here.

CALL CAMP Opportunity

You are invited to submit a recorded sales call to be played live on stage and critiqued in the CALL CAMP session led by Steve Richard. If you would like to participate, please submit your call by clicking here.

There’s still time to tell your friends, colleagues, and associates about our upcoming event! Tweet #DSW2018 to spread the word.

Please don't hesitate to contact us if you have any questions or if we can be of any assistance.

Thank you and we look forward to seeing you next week in San Francisco!","5"
"500","Hi Thomas,

Can we reschedule this call to the week of the 5th? I am unexpectedly OOO today and we have SKO next week. Sorry for the last minute notice!","5"
"501","Awesome.

If its ok with you, my colleague Devin Reed will be hopping on the call to discuss how Gong can help.

Look forward to chatting.","6"
"502","Yes works. Please send and invite.","6"
"503","Filip,

A key thing about being a triathlete, or an athlete even, and the connection with a sales team, is the necessity of consistent practice, and coaching reps through the process.

We've worked with large-scaling companies like Linkedin and Salesloft to reveal the anatomy of a successful sales call through our coaching platform.

Here is a brief lookat where we have helped seal the gap between what your top reps are doing, allowing you to clone that behavior amongst the rest of your team.

Does this make sense to connect further?","6"
"504","Steven,

Really love seeing a fellow Gaucho and former Ranger make their way to a position of your caliber. I hope to follow in your footsteps one day. Olé! I was chatting with Sophia Yamauchi the other day and she mentioned your partnership with Chorus.

Reaching out now because we've recently seen a number of Chorus' clients (Datanyze & Teamable to name a few) running into significant bottlenecks with their platform as of late (around reporting and functionality), particularly as they scale.

I noticed your sales team scaled 26% in the last year, and BD team, 68%. We've worked with large-scaling companies like Linkedin and Salesloft to reveal the anatomy of a successful sales call, rather than key-word dependent topics. Ultimately, by revealing the composition of a successful sales call, we help eliminate bottlenecks with detailed reports for the entirety of your team.

I understand you're already leveraging Chorus, but think it would be valuable to share more on our point of view and how we're helping Sales Directors scale larger-sized teams, if you're willing to lend 30 minutes.

Would you be open to scheduling a quick call?

Best Regards,","5"
"505","No problem, Ali, and I appreciate you forwarding the info along to your peers.

Please let me know if there is anything I can do in the meantime, and if there is any other information I can provide them.","6"
"506","We can do a brief demo tomorrow. Does xxtime -xxtime tomorrow work for you?","5"
"507","Email: xxemail

Subject line: Sophia Y. referral // Gauchos // driving higher quota attainment (or something relevant to xxlink)

Steven,

Really love seeing a fellow Gaucho and former Ranger make their way to a position of your caliber. I hope to follow in your footsteps one day. Olé! I was chatting with Sophia Yamauchi the other day and she mentioned your partnership with Chorus.

Reaching out now because we've recently seen a number of Chorus' clients (Datanyze & Teamable to name a few) running into significant bottlenecks with their platform as of late (around reporting and functionality), particularly as they scale.

I noticed your sales team scaled 26% in the last year, and BD team, 68%. We've worked with large-scaling companies like Linkedin and Salesloft to reveal the anatomy of a successful sales call, rather than key-word dependent topics. Ultimately, by revealing the composition of a successful sales call, we help eliminate bottlenecks with detailed reports for the entirety of your team.

I understand you're already leveraging Chorus, but think it would be valuable to share more on our point of view and where we're helping Sales Directors scale larger-sized teams with our detailed reporting.

What's the best way to find 30 minutes to discuss?

Best,","6"
"508","Hello

I can be flexible tomorrow AM. FYI – I am specifically looking for a solution to better analyze our customer demos and feedback discussions. I can put you in touch with our inside sales team as well after the demo..

Can we make best use of the time tomorrow and actually do a brief demo?

Thanks","5"
"509","Himanshu,

Thanks for requesting a demo with our team here at Gong. I appreciate you taking the time to get in touch.

What's your availability look like for a quick call?

Look forward to meeting you!","6"
"510","Really love seeing a fellow Gaucho and former Ranger make their way to a position of your caliber. I hope to follow in your footsteps one day. Olé! I was chatting with Sophia Yamauchi the other day and she mentioned your partnership with Chorus.

Reaching out now because we've recently seen a number of Chorus' clients (Datanyze & Teamable to name a few) running into significant bottlenecks with their platform as of late (around reporting and functionality), particularly as they scale.

I noticed your sales team scaled 26% in the last year, and BD team, 68%. We've worked with large-scaling companies like Linkedin and Salesloft to reveal the anatomy of a successful sales call, rather than key-word dependent topics. Ultimately, by revealing the composition of a successful sales call, we help eliminate bottlenecks with detailed reports for the entirety of your team.

Here's a brief highlight on what our platform looks like and our key components.

I understand you're already leveraging Chorus, but think it would be valuable to share more on our point of view and where we're helping Sales Directors scale larger sized teams with our detailed reporting.

What's the best way to find 30 minutes to connect?

Best,

T","6"
"511","Thank you for this info Thomas, it looks like a pretty cool cutting-edge platform that we might be able to use.

I am forwarding it to our VP and Directors on Sales for further review. On my end, I handle any existing or potential partnerships, so the approval process for something like this is out of my hands unfortunately. But I will get back to you once I hear an update about what they think.

ᐧ

Best Regards,

Ali Nikoopour

Sr. Business Development Manager

10179 Huennekens St.

San Diego, CA. 92121

(858) 888-7505 (Direct Line)

xxlink","5"
"512","Really love seeing a fellow Gaucho and former Ranger make their way to a position of your caliber. I hope to follow in your footsteps one day. Olé! I was chatting with Sophia Yamauchi the other day and she mentioned your partnership with Chorus.

Reaching out now because we've recently seen a number of Chorus' clients (Datanyze & Teamable to name a few) running into significant bottlenecks with their platform as of late (around reporting and functionality), particularly as they scale.

Seeing as your sales team scaled 26% in the last year, and BD team, 68%, I thought it made sense to reach out. We've worked with XYZ companies to help [solve for x ploblem]...a little more about xxlink What does xxlink do that's better than Chorus's reporting and functionality?

Understand you're already leveraging Chorus, but think it would be valuable to share more on our point of view and where we're helping Sales Directors [X].

What's the best way to find 30 minutes to connect?

Best,

T","6"
"513","Hey Eric,

I called a little earlier and left a VM. I hope your work conference went well this weekend.

When we spoke briefly last week, you said you wanted to talk and for me to call back early this week.

Would later today, around xxtime work for a quick call with me?

Best,

Danny","5"
"514","Hey Sean,

Glad to hear some of that content is still kicking around and that you're still getting some value from it.

CC'd is Gabby Hughes, She is the right person to talk to about marketing partner stuff.

I'll let you two take it from here.","5"
"515","Hi Paul,

Just like Sysdig helps developers, administrators and other IT professionals get deeper visibility into their systems and containers, Gong helps VPs of Sales' like yourself get deeper visibility into your sales conversations.

As someone who sells software that provides clients with insight into the more granular side of operations otherwise unknown, you know the importance of visibility and the support it affords.

That said, can we continue this conversation Thursday at xxtime

Best Regards,","5"
"516","Hey Dan,

A member of the team sent this to me and it reminded me I never followed up with you! Great stat - I like that you are pulling these together.

Were you able to chat with Chris at all about referral/partner programs? I haven't been able to find anything on your site and think it could be a game-changing project to kickoff in Q2.

If you could loop in Chris that would be incredible.

Cheers,","6"
"517","Chris,

I saw there are currently 9 openings within your sales organization As CRO, you understand it's impossible to sit in on the 52 reps sales calls or meetings right now and only gets more difficult as your scale.

With the average 45-minute sales call having over 6000 words said and only a fraction of that ending up in the opportunity notes, you're at the mercy of the ""objectivity"" of your reps and sales leaders.

Mike Lambert, the CRO at Outsytems encountered a similar problem and used Gong to ""shine a light on why one rep is performing well and why another is struggling,"" and increase the close rates of his team by 5%.

If this is relevant, can we continue this conversation Thursday at xxtime

Best Regards,","5"
"518","Chris,

With your experience growing sales teams to over 100 reps spread across the country, you understand the difficulty of onboarding and ramping each new sales rep.

Since on your Linkedin, you point out that you specialize in ""hiring, training, motivating, monitoring, and leading by example,"" I thought It might be relevant for me to reach out.

We partner with SVP of Sales like yourself to help make scaling the things you specialize in easy and manageable.

I'd appreciate a shot for 30 min next Tuesday at xxtime , to show how Gong helps sales teams boost quota attainment and eases onboarding. If you're not impressed, I won't chase you...Fair?

Best Regards,","5"
"519","Got it. Look forward to the conversation. Thanks.

Sincerely,","6"
"520","Want to reschedule?","5"
"521","Joel,

I just sent over an invite.

Looking forward to connecting,

Danny","6"
"522","Danny,

I would like to schedule a brief introduce call next Thursday at xxtime eastern. Please send me a meeting invite. Thanks

Sincerely,","5"
"523","Hey Mac,

With 14% growth in the sales team last year and 9 openings in the sales department currently (per your website), I imagine finding a way to continue to forecast accurately and get a holistic view of your reps activity as your scale is top of mind.

By having visibility into your sales conversations, you can quickly surface key performance differences between reps and gain objective insight that will produce much a more accurate forecast of your team's pipeline.

Do you have time on Thursday at xxtime to continue the conversation?

Best Regards,","5"
"524","Jason,

VerticalScope's Linkedin shows that your sales team has grown 15% over the last year. I Imagine ramping those new hires quickly to start contributing to your revenue quota is top of mind.

That's where I think we can offer some support by making it easy to identify what your top reps do differently and help your ""middle of the pack"" reps replicate that behavior.

Can we continue this conversation Wednesday at xxtime ?

Best Regards,","5"
"525","Hey Jim,

Steve Kraner said you're ""possibly the best sales coach on the planet,"" in his recommendation of you on your Linkedin.

I imagine trying to coach all 50 reps at Black Duck can be difficult and time-consuming. What if you could spend less time coaching more reps by quickly searching through calls for coachable moments and respond when a rep asks for advice without having to listen to the whole 45-minute demo?

Can we continue this conversation on Thursday at xxtime ?

Best Regards,","5"
"526","Joel,

On your Linkedin, you talk about new tech will provide opportunities of a scale never seen before, and how well-trained sales teams will exploit this by focusing on using the new tech to provide value with hiring, training, motivating and managing them.

Not to get super ""pitchy"" on you, but that's pretty much what we help with. At Kareo, a company with a similar sized sales team as Spireon, they used Gong to decrease onboarding ramp time by 20%, increase close rates by 30% and ultimately decrease the sales cycle length by 50%.

Can we continue this conversation next Thursday at xxtime ?

Best Regard,","5"
"527","Hi Eric,

I saw that you are hiring another SDR for your team. Imagine how fast they could ramp if they were able to listen to your team's calls and the AE's demos to learn your specific talking points and buyer personas?

Do you have some time Thursday at xxtime  to continue the conversation?

Best Regards,","5"
"528","Got it. Looking forward to it as well.","6"
"529","I just sent over an invite that has a zoom link in it for us. Let me know if you have any issues with that and I'll be happy to help figure something out.

I look forward to talking next week and I hope you have a good weekend.

Best,

Danny","6"
"530","No worries, I have been buried on a project too.

Yes, you can do next Tuesday. I will be working remotely so give me a number to reach you at.

Thanks,","5"
"531","Hey Phil,

Sorry about the scheduling mix up earlier in the week. Do you have time this Tuesday at xxtime ?","5"
"532","Hey Broderick,

I hate to ask to push, but we just had something thrown on our calendar, can we do Tuesday at xxtime ?","5"
"533","Hi Haley,

I appreciate you getting back to me. I totally understand about the timing. I know Will mentioned that you are currently building out your team and probably have a few other priorities ahead of something like this.

I hope everything goes smoothly with the buildout and when the timing aligns a little better you know who to reach out to 😀

Best,

Danny

PS - Let Will know I said I hope everything with their birth goes well!","6"
"534","Great, I'll send over an invite in a second with a zoom link in it. Do you mind if I add Devin to the call to help out with the ins and outs of everything?","6"
"535","Sure.","6"
"536","I appreciate it Broderick.

Does xxtime  work for you?","5"
"537","Hi Danny,

Thank you for following up here. We discussed Gong at the Sales Hacker Revenue Summit earlier this month and decided that the timing wasn't quite right. I sincerely appreciate you taking the time to follow up. If anything should change, I will reach out.

Best,","6"
"538","Ok Daniel,

I can give you 30 minutes to hear you out. Pick a time after xxtime eastern and we can make it happen.

Do yourself a big favor and make certain your points include the fact all of my outside reps are 55+ and refuse to embrace SF mobile. I am also facing challenges getting them acclimated with MS Outlook after years of using Zimbra.

Send me the invite and we can talk.","5"
"539","Hey Mike,

So our pricing depends on the organization size etc, but the basics are a 5K platform fee and xxmoney/year per recorded user with unlimited listening licenses. Here is our one-pager as well.

I know you said that you wanted to possibly do a full eval depending on offsetting costs, but I think to make the best use of your time that it makes sense for you to talk with an AE about costs and ROI.

Let me know your thoughts on that.

Best,

Danny","6"
"540","Broderick,

That's a bummer. Hopefully, you won't end up missing too much, haha. I know a lot of these conferences can start to feel like groundhog day 😉

Increasing accountability and establishing process can be tedious at first, but it eventually makes everything easier, especially for new hires (I saw you're hiring an SDR).

One of our clients, Greg Reffner, was in a similar position at his company Allbound a little while ago and turned to us for some support. We helped him decrease his onboarding time by 58 days, increase close rates and forecast accuracy and ultimately decrease their sales cycle by 76 days.

I know you said something like this is a ways off, but I think it could add value immediately to your day-to-day and help with this transition.

If you're open to setting aside 30 minutes tomorrow, I think we could do a better job of showing you the value and ROI of this for your team.

Best,

Danny","5"
"541","Hey, Greg

I'm around this week. My assistant can arrange a call. But confirming first:

We're a b2b digital agency doing sdr and sales for technical clients. We have 1 sdr and xxtime to grow to maybe 5x that. Call volume is low.

We use Kixie as our dialer (which I didn't see as an integration) and we use ProsperWorks for our CRM. We do use xxlink and I saw an integration there so maybe that can help?

But usually companies that ask you to fill out a form to get pricing are targeting enterprise and we certainly aren't that.

Thanks,","5"
"542","Hi,

Does xxtime work for you?

Regards,","5"
"543","Hi Manu,

Thanks for requesting pricing from our team at Gong- I appreciate you taking the time to get in touch!

What's your availability look like for a quick call to discuss further?

Looking forward to meeting you,","5"
"544","Hi Kozma,

Thanks for requesting pricing from our team at Gong- I appreciate you taking the time to get in touch!

What's your availability look like for a quick call to discuss further?

Looking forward to meeting you,","5"
"545","Hi Peter,

Thanks for requesting pricing from our team at Gong- I appreciate you taking the time to get in touch!

What's your availability look like for a quick call to discuss further?

Looking forward to meeting you,","5"
"546","Hi Alexander,

Apologies for missing your previous note.

Do you have a few minutes tomorrow for a quick call to discuss further and get you set up?

Thanks,","6"
"547","Got it an accepted!","6"
"548","Great, I'll give you a call at +44 07780496540.","6"
"549","I can do the discovery first today.

Regards,","5"
